dataset	window	paa	alphabet	approximation	rules	gr_size	frequency	cover	coverage	pruned_rules	pruned_gr_size	pruned_frequency	pruned_cover	pruned_coverage
winding_col	50	6	6	0.49970556806035465	364	14916	9	0.9992	18.7516	26	11322	9	0.9992	1.4268
winding_col	50	6	7	0.4786963686898489	382	15828	6	0.9948	18.5784	28	12064	6	0.9948	1.4736
winding_col	50	6	8	0.46219930388495045	384	16604	6	0.996	18.4984	26	12748	6	0.996	1.4744
winding_col	50	6	9	0.44999896634880937	365	16852	7	0.9916	16.6668	33	13262	5	0.9916	1.554
winding_col	50	6	10	0.4380862677468461	335	17094	6	0.998	15.2628	30	13772	6	0.998	1.4036
winding_col	50	6	12	0.421439565584414	260	16494	6	0.992	11.7188	30	13964	6	0.992	1.4064
winding_col	50	8	2	0.6170555704566629	188	8296	16	0.9984	17.3108	15	6236	12	0.9984	1.7752
winding_col	50	8	3	0.5518003256425394	338	14820	14	0.9992	20.1556	22	10800	8	0.9992	1.7556
winding_col	50	8	4	0.5051920567151499	360	18952	8	0.996	18.4528	22	14456	8	0.996	1.3688
winding_col	50	8	5	0.46165937823777087	375	20716	6	0.9992	18.4268	25	16000	6	0.9992	1.3328
winding_col	50	8	6	0.43309373670790197	351	21140	6	0.9952	16.4748	29	16760	6	0.9952	1.4568
winding_col	50	8	7	0.41185421640631115	341	21992	6	0.9924	15.8152	29	17760	4	0.9924	1.3736
winding_col	50	8	8	0.39587559044973747	288	21824	5	0.9892	12.6136	34	18324	5	0.9892	1.542
winding_col	50	8	9	0.3815669621593465	280	21980	4	0.9852	12.156	35	18576	3	0.9852	1.4664
winding_col	50	8	10	0.370837185811267	226	21560	3	0.9848	9.848	33	18828	3	0.9848	1.384
winding_col	50	8	12	0.3528585374665975	177	20888	3	0.9516	7.5264	36	18912	3	0.9516	1.4924
winding_col	50	10	2	0.5788793547634989	214	11220	13	0.9984	16.3152	19	8430	10	0.9984	1.5988
winding_col	50	10	3	0.5104695521281849	365	22060	10	0.9964	20.8148	21	16794	10	0.9964	1.5276
winding_col	50	10	4	0.4626696725589463	352	25212	7	0.992	16.7488	30	20098	4	0.992	1.418
winding_col	50	10	5	0.4177264262897877	321	26006	7	0.9908	14.9016	28	21226	7	0.9908	1.5236
winding_col	50	10	6	0.38880352919090366	263	26496	6	0.996	11.9964	29	22566	6	0.996	1.4152
winding_col	50	10	7	0.36703331897882374	269	26792	8	0.9744	12.144	30	22840	4	0.9744	1.3472
winding_col	50	10	8	0.3513361111159796	187	26000	4	0.984	8.0572	37	23438	3	0.984	1.5856
winding_col	50	10	9	0.33713650132487005	151	25722	3	0.93	6.4444	35	23684	3	0.93	1.4616
winding_col	50	10	10	0.3253755366922375	127	25452	3	0.904	5.268	32	23732	3	0.904	1.3024
winding_col	50	10	12	0.3068380460617386	84	24900	3	0.9004	3.5632	32	24016	3	0.9004	1.3076
winding_col	50	12	2	0.5551945708495427	286	17928	17	0.9944	22.93	17	13712	12	0.9944	1.7192
winding_col	50	12	3	0.4848791231768991	380	28312	9	0.992	20.694	24	21864	9	0.992	1.4676
winding_col	50	12	4	0.4365465289738857	331	30584	5	0.9856	15.08	31	24824	5	0.9856	1.5024
winding_col	50	12	5	0.3912512931142067	271	31696	5	0.992	12.178	31	27056	5	0.992	1.4028
winding_col	50	12	6	0.3629008027046171	225	31472	7	0.9772	9.9888	32	27672	4	0.9772	1.4192
winding_col	50	12	7	0.3405978128304296	197	31288	4	0.98	8.3372	35	27960	3	0.98	1.4824
winding_col	50	12	8	0.32345184296962093	157	31136	3	0.924	6.498	31	28544	3	0.924	1.2752
winding_col	50	12	9	0.30967341208882126	93	29972	4	0.8772	3.9616	32	28676	4	0.8772	1.3308
winding_col	50	12	10	0.29764042907845234	83	29944	3	0.8136	3.452	29	28840	3	0.8136	1.1848
winding_col	50	12	12	0.27956083617140615	55	29548	2	0.7424	2.2196	25	28884	2	0.7424	0.9884
winding_col	50	14	2	0.5368653291542484	318	23178	12	0.998	21.6476	20	17694	12	0.998	1.7268
winding_col	50	14	3	0.4644509699629807	380	34498	8	0.9916	19.2332	29	27210	7	0.9916	1.5024
winding_col	50	14	4	0.41583303645304565	278	36114	5	0.9832	12.7096	28	30454	4	0.9832	1.3324
winding_col	50	14	5	0.3704705002696451	195	35452	4	0.9864	8.3868	37	31768	4	0.9864	1.538
winding_col	50	14	6	0.3414545507435037	183	36078	5	0.978	8.1836	33	32568	5	0.978	1.4668
winding_col	50	14	7	0.3193282012195041	159	35910	4	0.9376	6.7012	34	32980	4	0.9376	1.4288
winding_col	50	14	8	0.3021578415913392	107	35038	3	0.9328	4.526	34	33284	3	0.9328	1.418
winding_col	50	14	9	0.2883029793286914	64	34464	3	0.8136	2.6444	29	33524	3	0.8136	1.2132
winding_col	50	14	10	0.27692406739862213	43	34330	3	0.6168	1.7484	21	33844	2	0.6168	0.8176
winding_col	50	14	12	0.2581266348963537	26	34276	3	0.4568	1.0848	14	33950	3	0.4568	0.574
winding_col	50	16	2	0.5223287446658832	327	29884	12	0.9984	22.9884	19	23280	12	0.9984	1.7088
winding_col	50	16	3	0.4487955659282068	367	40816	8	0.988	18.3432	27	32804	8	0.988	1.4576
winding_col	50	16	4	0.39952412265369625	246	41972	4	0.9636	10.7896	29	36240	4	0.9636	1.332
winding_col	50	16	5	0.354443310960871	165	40968	3	0.9592	6.8816	35	37432	3	0.9592	1.4348
winding_col	50	16	6	0.32477784242655805	133	40356	5	0.9016	5.8252	33	37684	3	0.9016	1.3512
winding_col	50	16	7	0.3028651874853233	119	40260	3	0.8796	5.1544	32	37884	3	0.8796	1.3264
winding_col	50	16	8	0.2860966625063812	63	39400	3	0.7392	2.6092	25	38268	3	0.7392	1.0532
